"name","n","m","heuristic","non-permutation insertions [%]","makespan","time.µs."
"ta004",20,5,"F5",30,1299,612
"ta004",20,5,"F5",40,1308,710
"ta004",20,5,"F5",50,1308,744
"ta004",20,5,"F5",60,1308,791
"ta004",20,5,"F5",70,1308,814
"ta004",20,5,"F5",80,1308,794
"ta004",20,5,"F5",90,1308,783
"ta004",20,5,"F5",100,1308,803
"ta004",20,5,"RN",0,1299,402
"ta004",20,5,"RN",10,1299,612
"ta004",20,5,"RN",20,1299,802
"ta004",20,5,"RN",30,1299,907
"ta004",20,5,"RN",40,1299,1043
"ta004",20,5,"RN",50,1299,1116
"ta004",20,5,"RN",60,1299,1171
"ta004",20,5,"RN",70,1299,1217
"ta004",20,5,"RN",80,1299,1221
"ta004",20,5,"RN",90,1299,1239
"ta004",20,5,"RN",100,1299,1225
"ta004",20,5,"Pa",0,1299,565
"ta004",20,5,"Pa",10,1299,773
"ta004",20,5,"Pa",20,1299,997
"ta004",20,5,"Pa",30,1299,1192
"ta004",20,5,"Pa",40,1299,1308
"ta004",20,5,"Pa",50,1299,1366
"ta004",20,5,"Pa",60,1299,1466
"ta004",20,5,"Pa",70,1299,1522
"ta004",20,5,"Pa",80,1299,1555
"ta004",20,5,"Pa",90,1299,1544
"ta004",20,5,"Pa",100,1299,1543
"ta004",20,5,"Pc",0,1304,322
"ta004",20,5,"Pc",10,1304,385
"ta004",20,5,"Pc",20,1304,449
"ta004",20,5,"Pc",30,1301,686
"ta004",20,5,"Pc",40,1301,779
"ta004",20,5,"Pc",50,1301,842
"ta004",20,5,"Pc",60,1301,844
"ta004",20,5,"Pc",70,1301,868
"ta004",20,5,"Pc",80,1301,899
"ta004",20,5,"Pc",90,1301,887
"ta004",20,5,"Pc",100,1301,872
"ta004",20,5,"LJP",0,1305,61
"ta005",20,5,"NEH",0,1305,15
"ta005",20,5,"NEH",10,1305,18
"ta005",20,5,"NEH",20,1271,19
"ta005",20,5,"NEH",30,1286,22
"ta005",20,5,"NEH",40,1271,25
"ta005",20,5,"NEH",50,1271,26
"ta005",20,5,"NEH",60,1271,28
"ta005",20,5,"NEH",70,1271,30
"ta005",20,5,"NEH",80,1271,31
"ta005",20,5,"NEH",90,1271,31
"ta005",20,5,"NEH",100,1271,32
"ta005",20,5,"BRN",0,1305,12
"ta005",20,5,"BRN",10,1271,26
"ta005",20,5,"BRN",20,1271,29
"ta005",20,5,"BRN",30,1286,43
"ta005",20,5,"BRN",40,1271,50
"ta005",20,5,"BRN",50,1271,59
"ta005",20,5,"BRN",60,1271,60
"ta005",20,5,"BRN",70,1271,62
"ta005",20,5,"BRN",80,1271,67
"ta005",20,5,"BRN",90,1271,73
"ta005",20,5,"BRN",100,1271,90
"ta005",20,5,"FF",0,1283,19
"ta005",20,5,"FF",10,1283,21
"ta005",20,5,"FF",20,1283,24
"ta005",20,5,"FF",30,1283,25
"ta005",20,5,"FF",40,1267,30
"ta005",20,5,"FF",50,1258,33
"ta005",20,5,"FF",60,1258,34
"ta005",20,5,"FF",70,1258,36
"ta005",20,5,"FF",80,1258,41
"ta005",20,5,"FF",90,1258,38
"ta005",20,5,"FF",100,1258,38
"ta005",20,5,"F5",0,1243,197
"ta005",20,5,"F5",10,1235,330
"ta005",20,5,"F5",20,1235,446
"ta005",20,5,"F5",30,1252,535
"ta005",20,5,"F5",40,1252,507
"ta005",20,5,"F5",50,1252,581
"ta005",20,5,"F5",60,1252,582
"ta005",20,5,"F5",70,1252,631
"ta005",20,5,"F5",80,1252,635
"ta005",20,5,"F5",90,1252,616
"ta005",20,5,"F5",100,1252,630
"ta005",20,5,"RN",0,1243,349
"ta005",20,5,"RN",10,1243,509
"ta005",20,5,"RN",20,1243,687
"ta005",20,5,"RN",30,1244,736
"ta005",20,5,"RN",40,1243,836
"ta005",20,5,"RN",50,1243,968
"ta005",20,5,"RN",60,1243,949
"ta005",20,5,"RN",70,1243,996
"ta005",20,5,"RN",80,1243,1001
"ta005",20,5,"RN",90,1243,1017
"ta005",20,5,"RN",100,1243,1012
"ta005",20,5,"Pa",0,1243,436
"ta005",20,5,"Pa",10,1243,614
"ta005",20,5,"Pa",20,1243,864
"ta005",20,5,"Pa",30,1244,818
"ta005",20,5,"Pa",40,1243,1124
"ta005",20,5,"Pa",50,1243,1194
"ta005",20,5,"Pa",60,1243,1212
"ta005",20,5,"Pa",70,1243,1209
"ta005",20,5,"Pa",80,1243,1240
"ta005",20,5,"Pa",90,1243,1273
"ta005",20,5,"Pa",100,1243,1287
"ta005",20,5,"Pc",0,1301,67
"ta005",20,5,"Pc",10,1299,97
"ta005",20,5,"Pc",20,1299,102
"ta005",20,5,"Pc",30,1299,123
"ta005",20,5,"Pc",40,1252,282
"ta005",20,5,"Pc",50,1252,274
"ta005",20,5,"Pc",60,1252,271
"ta005",20,5,"Pc",70,1252,269
"ta005",20,5,"Pc",80,1252,279
"ta005",20,5,"Pc",90,1252,295
"ta005",20,5,"Pc",100,1252,292
"ta005",20,5,"LJP",0,1283,77
"ta006",20,5,"NEH",0,1228,16
"ta006",20,5,"NEH",10,1228,20
"ta006",20,5,"NEH",20,1228,19
"ta006",20,5,"NEH",30,1228,23
"ta006",20,5,"NEH",40,1228,24
"ta006",20,5,"NEH",50,1228,26
"ta006",20,5,"NEH",60,1228,28
"ta006",20,5,"NEH",70,1222,31
"ta006",20,5,"NEH",80,1222,32
"ta006",20,5,"NEH",90,1222,32
"ta006",20,5,"NEH",100,1222,33
"ta006",20,5,"BRN",0,1228,12
"ta006",20,5,"BRN",10,1212,35
"ta006",20,5,"BRN",20,1210,34
"ta006",20,5,"BRN",30,1217,52
"ta006",20,5,"BRN",40,1217,58
"ta006",20,5,"BRN",50,1217,63
"ta006",20,5,"BRN",60,1217,68
"ta006",20,5,"BRN",70,1217,72
"ta006",20,5,"BRN",80,1217,88
"ta006",20,5,"BRN",90,1217,87
"ta006",20,5,"BRN",100,1217,83
"ta006",20,5,"FF",0,1232,17
"ta006",20,5,"FF",10,1232,19
"ta006",20,5,"FF",20,1232,23
"ta006",20,5,"FF",30,1232,25
"ta006",20,5,"FF",40,1232,28
"ta006",20,5,"FF",50,1232,36
"ta006",20,5,"FF",60,1232,37
"ta006",20,5,"FF",70,1232,37
"ta006",20,5,"FF",80,1232,40
"ta006",20,5,"FF",90,1224,40
"ta006",20,5,"FF",100,1224,39
"ta006",20,5,"F5",0,1210,194
"ta006",20,5,"F5",10,1210,357
"ta006",20,5,"F5",20,1210,520
"ta006",20,5,"F5",30,1200,515
"ta006",20,5,"F5",40,1210,583
"ta006",20,5,"F5",50,1210,599
"ta006",20,5,"F5",60,1210,564
"ta006",20,5,"F5",70,1210,551
"ta006",20,5,"F5",80,1210,570
"ta006",20,5,"F5",90,1210,562
"ta006",20,5,"F5",100,1210,575
"ta006",20,5,"RN",0,1210,351
"ta006",20,5,"RN",10,1210,504
"ta006",20,5,"RN",20,1210,615
"ta006",20,5,"RN",30,1210,765
"ta006",20,5,"RN",40,1210,854
"ta006",20,5,"RN",50,1210,882
"ta006",20,5,"RN",60,1202,932
"ta006",20,5,"RN",70,1193,968
"ta006",20,5,"RN",80,1193,947
"ta006",20,5,"RN",90,1193,987
"ta006",20,5,"RN",100,1193,1006
"ta006",20,5,"Pa",0,1210,430
"ta006",20,5,"Pa",10,1210,634
"ta006",20,5,"Pa",20,1210,754
"ta006",20,5,"Pa",30,1193,1301
"ta006",20,5,"Pa",40,1193,1354
"ta006",20,5,"Pa",50,1193,1425
"ta006",20,5,"Pa",60,1202,1122
"ta006",20,5,"Pa",70,1193,1261
"ta006",20,5,"Pa",80,1193,1252
"ta006",20,5,"Pa",90,1193,1243
"ta006",20,5,"Pa",100,1193,1288
"ta006",20,5,"Pc",0,1210,88
"ta006",20,5,"Pc",10,1210,104
"ta006",20,5,"Pc",20,1210,138
"ta006",20,5,"Pc",30,1195,306
"ta006",20,5,"Pc",40,1195,265
"ta006",20,5,"Pc",50,1195,293
"ta006",20,5,"Pc",60,1195,291
"ta006",20,5,"Pc",70,1210,365
"ta006",20,5,"Pc",80,1210,375
"ta006",20,5,"Pc",90,1210,364
"ta006",20,5,"Pc",100,1210,361
"ta006",20,5,"LJP",0,1210,54
"ta007",20,5,"NEH",0,1278,18
"ta007",20,5,"NEH",10,1278,22
"ta007",20,5,"NEH",20,1278,24
"ta007",20,5,"NEH",30,1278,30
"ta007",20,5,"NEH",40,1278,30
"ta007",20,5,"NEH",50,1278,34
"ta007",20,5,"NEH",60,1278,35
"ta007",20,5,"NEH",70,1269,44
"ta007",20,5,"NEH",80,1269,42
"ta007",20,5,"NEH",90,1269,41
"ta007",20,5,"NEH",100,1269,44
"ta007",20,5,"BRN",0,1278,15
"ta007",20,5,"BRN",10,1251,35
"ta007",20,5,"BRN",20,1251,43
"ta007",20,5,"BRN",30,1251,52
"ta007",20,5,"BRN",40,1256,65
"ta007",20,5,"BRN",50,1256,71
"ta007",20,5,"BRN",60,1256,73
"ta007",20,5,"BRN",70,1269,91
"ta007",20,5,"BRN",80,1269,95
"ta007",20,5,"BRN",90,1269,109
"ta007",20,5,"BRN",100,1269,94
"ta007",20,5,"FF",0,1251,18
"ta007",20,5,"FF",10,1251,23
"ta007",20,5,"FF",20,1251,26
"ta007",20,5,"FF",30,1251,30
"ta007",20,5,"FF",40,1251,33
"ta007",20,5,"FF",50,1251,39
"ta007",20,5,"FF",60,1251,38
"ta007",20,5,"FF",70,1255,44
"ta007",20,5,"FF",80,1251,44
"ta007",20,5,"FF",90,1251,41
"ta007",20,5,"FF",100,1251,44
"ta007",20,5,"F5",0,1251,284
"ta007",20,5,"F5",10,1251,406
"ta007",20,5,"F5",20,1251,450
"ta007",20,5,"F5",30,1251,545
"ta007",20,5,"F5",40,1251,587
"ta007",20,5,"F5",50,1251,658
"ta007",20,5,"F5",60,1251,701
"ta007",20,5,"F5",70,1241,760
"ta007",20,5,"F5",80,1241,762
"ta007",20,5,"F5",90,1241,776
"ta007",20,5,"F5",100,1241,764
"ta007",20,5,"RN",0,1251,403
"ta007",20,5,"RN",10,1251,657
"ta007",20,5,"RN",20,1251,784
"ta007",20,5,"RN",30,1251,897
"ta007",20,5,"RN",40,1251,1013
"ta007",20,5,"RN",50,1251,1105
"ta007",20,5,"RN",60,1251,1155
"ta007",20,5,"RN",70,1251,1196
"ta007",20,5,"RN",80,1251,1204
"ta007",20,5,"RN",90,1251,1204
"ta007",20,5,"RN",100,1251,1201
"ta007",20,5,"Pa",0,1251,676
"ta007",20,5,"Pa",10,1251,946
"ta007",20,5,"Pa",20,1251,1164
"ta007",20,5,"Pa",30,1251,1308
"ta007",20,5,"Pa",40,1251,1468
"ta007",20,5,"Pa",50,1251,1607
"ta007",20,5,"Pa",60,1251,1688
"ta007",20,5,"Pa",70,1251,1732
"ta007",20,5,"Pa",80,1251,1758
"ta007",20,5,"Pa",90,1251,1751
"ta007",20,5,"Pa",100,1251,1761
"ta007",20,5,"Pc",0,1251,117
"ta007",20,5,"Pc",10,1251,137
"ta007",20,5,"Pc",20,1251,256
"ta007",20,5,"Pc",30,1251,282
"ta007",20,5,"Pc",40,1251,326
"ta007",20,5,"Pc",50,1251,345
"ta007",20,5,"Pc",60,1251,355
"ta007",20,5,"Pc",70,1251,384
"ta007",20,5,"Pc",80,1251,395
"ta007",20,5,"Pc",90,1251,390
"ta007",20,5,"Pc",100,1251,385
"ta007",20,5,"LJP",0,1251,66
"ta008",20,5,"NEH",0,1223,17
"ta008",20,5,"NEH",10,1223,21
"ta008",20,5,"NEH",20,1223,22
"ta008",20,5,"NEH",30,1223,27
"ta008",20,5,"NEH",40,1223,31
"ta008",20,5,"NEH",50,1223,33
"ta008",20,5,"NEH",60,1223,36
"ta008",20,5,"NEH",70,1233,42
"ta008",20,5,"NEH",80,1233,43
"ta008",20,5,"NEH",90,1233,42
"ta008",20,5,"NEH",100,1233,40
"ta008",20,5,"BRN",0,1223,15
"ta008",20,5,"BRN",10,1211,41
"ta008",20,5,"BRN",20,1223,55
"ta008",20,5,"BRN",30,1223,64
"ta008",20,5,"BRN",40,1226,78
"ta008",20,5,"BRN",50,1226,87
"ta008",20,5,"BRN",60,1226,91
"ta008",20,5,"BRN",70,1211,99
"ta008",20,5,"BRN",80,1217,111
"ta008",20,5,"BRN",90,1217,102
"ta008",20,5,"BRN",100,1217,115
"ta008",20,5,"FF",0,1216,18
"ta008",20,5,"FF",10,1216,21
"ta008",20,5,"FF",20,1216,25
"ta008",20,5,"FF",30,1216,31
"ta008",20,5,"FF",40,1216,31
"ta008",20,5,"FF",50,1216,31
"ta008",20,5,"FF",60,1216,33
"ta008",20,5,"FF",70,1216,39
"ta008",20,5,"FF",80,1225,48
"ta008",20,5,"FF",90,1225,48
"ta008",20,5,"FF",100,1225,52
"ta008",20,5,"F5",0,1215,300
"ta008",20,5,"F5",10,1206,465
"ta008",20,5,"F5",20,1224,592
"ta008",20,5,"F5",30,1224,640
"ta008",20,5,"F5",40,1227,844
"ta008",20,5,"F5",50,1206,804
"ta008",20,5,"F5",60,1206,843
"ta008",20,5,"F5",70,1219,823
"ta008",20,5,"F5",80,1219,845
"ta008",20,5,"F5",90,1219,807
"ta008",20,5,"F5",100,1219,804
"ta008",20,5,"RN",0,1221,426
"ta008",20,5,"RN",10,1231,690
"ta008",20,5,"RN",20,1211,868
"ta008",20,5,"RN",30,1204,1015
"ta008",20,5,"RN",40,1221,997
"ta008",20,5,"RN",50,1221,1084
"ta008",20,5,"RN",60,1221,1138
"ta008",20,5,"RN",70,1214,1322
"ta008",20,5,"RN",80,1214,1360
"ta008",20,5,"RN",90,1214,1324
"ta008",20,5,"RN",100,1214,1361
"ta008",20,5,"Pa",0,1223,698
"ta008",20,5,"Pa",10,1211,1429
"ta008",20,5,"Pa",20,1211,1198
"ta008",20,5,"Pa",30,1211,1679
"ta008",20,5,"Pa",40,1216,2014
"ta008",20,5,"Pa",50,1204,1884
"ta008",20,5,"Pa",60,1204,1860
"ta008",20,5,"Pa",70,1221,2182
"ta008",20,5,"Pa",80,1221,2211
"ta008",20,5,"Pa",90,1221,2203
"ta008",20,5,"Pa",100,1221,2196
"ta008",20,5,"Pc",0,1230,341
"ta008",20,5,"Pc",10,1230,431
"ta008",20,5,"Pc",20,1223,519
"ta008",20,5,"Pc",30,1223,558
"ta008",20,5,"Pc",40,1222,550
"ta008",20,5,"Pc",50,1233,670
"ta008",20,5,"Pc",60,1233,684
"ta008",20,5,"Pc",70,1233,716
"ta008",20,5,"Pc",80,1233,761
"ta008",20,5,"Pc",90,1233,761
"ta008",20,5,"Pc",100,1233,713
"ta008",20,5,"LJP",0,1216,37
"ta009",20,5,"NEH",0,1291,16
"ta009",20,5,"NEH",10,1287,20
"ta009",20,5,"NEH",20,1287,19
"ta009",20,5,"NEH",30,1287,21
"ta009",20,5,"NEH",40,1287,23
"ta009",20,5,"NEH",50,1287,31
"ta009",20,5,"NEH",60,1287,29
"ta009",20,5,"NEH",70,1287,30
"ta009",20,5,"NEH",80,1287,32
"ta009",20,5,"NEH",90,1287,32
"ta009",20,5,"NEH",100,1287,32
"ta009",20,5,"BRN",0,1291,14
"ta009",20,5,"BRN",10,1280,33
"ta009",20,5,"BRN",20,1263,40
"ta009",20,5,"BRN",30,1263,45
"ta009",20,5,"BRN",40,1263,54
"ta009",20,5,"BRN",50,1253,66
"ta009",20,5,"BRN",60,1253,74
"ta009",20,5,"BRN",70,1253,78
"ta009",20,5,"BRN",80,1253,80
"ta009",20,5,"BRN",90,1253,78
"ta009",20,5,"BRN",100,1253,85
"ta009",20,5,"FF",0,1289,16
"ta009",20,5,"FF",10,1289,18
"ta009",20,5,"FF",20,1289,21
"ta009",20,5,"FF",30,1289,24
"ta009",20,5,"FF",40,1289,26
"ta009",20,5,"FF",50,1289,29
"ta009",20,5,"FF",60,1289,30
"ta009",20,5,"FF",70,1289,28
"ta009",20,5,"FF",80,1289,29
"ta009",20,5,"FF",90,1289,33
"ta009",20,5,"FF",100,1289,34
"ta009",20,5,"F5",0,1265,237
"ta009",20,5,"F5",10,1265,317
"ta009",20,5,"F5",20,1265,392
"ta009",20,5,"F5",30,1265,445
"ta009",20,5,"F5",40,1245,561
"ta009",20,5,"F5",50,1245,570
"ta009",20,5,"F5",60,1246,738
"ta009",20,5,"F5",70,1246,755
"ta009",20,5,"F5",80,1246,751
"ta009",20,5,"F5",90,1246,759
"ta009",20,5,"F5",100,1246,764
"ta009",20,5,"RN",0,1247,355
"ta009",20,5,"RN",10,1247,589
